date,institution,category,complaint_count
2025-02-13,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,18
2025-02-13,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",2
2025-02-13,JPMORGAN CHASE & CO.,Checking or savings account,29
2025-02-13,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",5
2025-02-14,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,13
2025-02-14,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",4
2025-02-14,JPMORGAN CHASE & CO.,Checking or savings account,16
2025-02-14,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",5
2025-02-15,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,10
2025-02-15,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",0
2025-02-15,JPMORGAN CHASE & CO.,Checking or savings account,12
2025-02-15,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",3
2025-02-16,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,6
2025-02-16,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",2
2025-02-16,JPMORGAN CHASE & CO.,Checking or savings account,11
2025-02-16,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",4
2025-02-17,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,6
2025-02-17,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",4
2025-02-17,JPMORGAN CHASE & CO.,Checking or savings account,14
2025-02-17,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",3
2025-02-18,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,15
2025-02-18,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",3
2025-02-18,JPMORGAN CHASE & CO.,Checking or savings account,26
2025-02-18,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",4
2025-02-19,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,24
2025-02-19,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",3
2025-02-19,JPMORGAN CHASE & CO.,Checking or savings account,34
2025-02-19,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",5
2025-02-20,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,24
2025-02-20,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",3
2025-02-20,JPMORGAN CHASE & CO.,Checking or savings account,18
2025-02-20,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",4
2025-02-21,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,15
2025-02-21,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",8
2025-02-21,JPMORGAN CHASE & CO.,Checking or savings account,32
2025-02-21,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",5
2025-02-22,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,6
2025-02-22,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",2
2025-02-22,JPMORGAN CHASE & CO.,Checking or savings account,11
2025-02-22,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",3
2025-02-23,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,5
2025-02-23,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",1
2025-02-23,JPMORGAN CHASE & CO.,Checking or savings account,12
2025-02-23,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",1
2025-02-24,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,21
2025-02-24,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",4
2025-02-24,JPMORGAN CHASE & CO.,Checking or savings account,15
2025-02-24,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",14
2025-02-25,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,14
2025-02-25,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",9
2025-02-25,JPMORGAN CHASE & CO.,Checking or savings account,30
2025-02-25,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",7
2025-02-26,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,12
2025-02-26,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",10
2025-02-26,JPMORGAN CHASE & CO.,Checking or savings account,28
2025-02-26,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",3
2025-02-27,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,19
2025-02-27,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",5
2025-02-27,JPMORGAN CHASE & CO.,Checking or savings account,31
2025-02-27,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",3
2025-02-28,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,19
2025-02-28,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",4
2025-02-28,JPMORGAN CHASE & CO.,Checking or savings account,25
2025-02-28,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",9
2025-03-01,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,16
2025-03-01,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",1
2025-03-01,JPMORGAN CHASE & CO.,Checking or savings account,14
2025-03-01,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",3
2025-03-02,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,5
2025-03-02,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",0
2025-03-02,JPMORGAN CHASE & CO.,Checking or savings account,8
2025-03-02,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",1
2025-03-03,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,13
2025-03-03,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",2
2025-03-03,JPMORGAN CHASE & CO.,Checking or savings account,22
2025-03-03,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",5
2025-03-04,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,15
2025-03-04,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",4
2025-03-04,JPMORGAN CHASE & CO.,Checking or savings account,19
2025-03-04,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",2
2025-03-05,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,21
2025-03-05,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",5
2025-03-05,JPMORGAN CHASE & CO.,Checking or savings account,26
2025-03-05,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",4
2025-03-06,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,17
2025-03-06,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",2
2025-03-06,JPMORGAN CHASE & CO.,Checking or savings account,24
2025-03-06,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",2
2025-03-07,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,17
2025-03-07,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",5
2025-03-07,JPMORGAN CHASE & CO.,Checking or savings account,25
2025-03-07,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",3
2025-03-08,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,17
2025-03-08,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",3
2025-03-08,JPMORGAN CHASE & CO.,Checking or savings account,13
2025-03-08,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",4
2025-03-09,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,4
2025-03-09,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",1
2025-03-09,JPMORGAN CHASE & CO.,Checking or savings account,7
2025-03-09,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",3
2025-03-10,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,9
2025-03-10,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",3
2025-03-10,JPMORGAN CHASE & CO.,Checking or savings account,19
2025-03-10,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",7
2025-03-11,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,18
2025-03-11,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",3
2025-03-11,JPMORGAN CHASE & CO.,Checking or savings account,27
2025-03-11,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",2
2025-03-12,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,24
2025-03-12,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",4
2025-03-12,JPMORGAN CHASE & CO.,Checking or savings account,30
2025-03-12,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",9
2025-03-13,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,16
2025-03-13,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",4
2025-03-13,JPMORGAN CHASE & CO.,Checking or savings account,26
2025-03-13,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",5
2025-03-14,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,20
2025-03-14,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",4
2025-03-14,JPMORGAN CHASE & CO.,Checking or savings account,26
2025-03-14,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",13
2025-03-15,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,5
2025-03-15,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",3
2025-03-15,JPMORGAN CHASE & CO.,Checking or savings account,14
2025-03-15,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",1
2025-03-16,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,2
2025-03-16,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",1
2025-03-16,JPMORGAN CHASE & CO.,Checking or savings account,9
2025-03-16,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",2
2025-03-17,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,21
2025-03-17,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",2
2025-03-17,JPMORGAN CHASE & CO.,Checking or savings account,22
2025-03-17,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",6
2025-03-18,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,19
2025-03-18,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",4
2025-03-18,JPMORGAN CHASE & CO.,Checking or savings account,21
2025-03-18,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",4
2025-03-19,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,11
2025-03-19,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",3
2025-03-19,JPMORGAN CHASE & CO.,Checking or savings account,31
2025-03-19,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",6
2025-03-20,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,23
2025-03-20,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",5
2025-03-20,JPMORGAN CHASE & CO.,Checking or savings account,31
2025-03-20,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",8
2025-03-21,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,22
2025-03-21,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",4
2025-03-21,JPMORGAN CHASE & CO.,Checking or savings account,24
2025-03-21,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",5
2025-03-22,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,6
2025-03-22,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",3
2025-03-22,JPMORGAN CHASE & CO.,Checking or savings account,11
2025-03-22,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",1
2025-03-23,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,6
2025-03-23,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",1
2025-03-23,JPMORGAN CHASE & CO.,Checking or savings account,5
2025-03-23,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",1
2025-03-24,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,22
2025-03-24,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",4
2025-03-24,JPMORGAN CHASE & CO.,Checking or savings account,19
2025-03-24,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",6
2025-03-25,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,27
2025-03-25,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",6
2025-03-25,JPMORGAN CHASE & CO.,Checking or savings account,29
2025-03-25,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",6
2025-03-26,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,12
2025-03-26,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",6
2025-03-26,JPMORGAN CHASE & CO.,Checking or savings account,24
2025-03-26,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",1
2025-03-27,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,20
2025-03-27,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",8
2025-03-27,JPMORGAN CHASE & CO.,Checking or savings account,25
2025-03-27,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",9
2025-03-28,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,11
2025-03-28,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",3
2025-03-28,JPMORGAN CHASE & CO.,Checking or savings account,23
2025-03-28,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",6
2025-03-29,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,7
2025-03-29,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",1
2025-03-29,JPMORGAN CHASE & CO.,Checking or savings account,12
2025-03-29,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",4
2025-03-30,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,4
2025-03-30,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",0
2025-03-30,JPMORGAN CHASE & CO.,Checking or savings account,7
2025-03-30,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",3
2025-03-31,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,19
2025-03-31,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",0
2025-03-31,JPMORGAN CHASE & CO.,Checking or savings account,27
2025-03-31,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",1
2025-04-01,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,19
2025-04-01,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",8
2025-04-01,JPMORGAN CHASE & CO.,Checking or savings account,20
2025-04-01,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",4
2025-04-02,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,21
2025-04-02,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",4
2025-04-02,JPMORGAN CHASE & CO.,Checking or savings account,22
2025-04-02,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",7
2025-04-03,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,16
2025-04-03,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",2
2025-04-03,JPMORGAN CHASE & CO.,Checking or savings account,24
2025-04-03,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",4
2025-04-04,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,22
2025-04-04,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",1
2025-04-04,JPMORGAN CHASE & CO.,Checking or savings account,31
2025-04-04,JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",7
2025-04-05,"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,10
2025-04-05,"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",1
